0.00	3.82E-008	30.6
3.21	3.82E-008	30.6
6.22	3.82E-008	30.6
9.20	3.82E-008	30.6
12.19	3.82E-008	30.6
15.19	3.82E-008	30.6
18.18	3.82E-008	30.6
21.19	3.82E-008	30.6
24.18	3.81E-008	30.6
27.17	3.81E-008	30.6
30.17	3.81E-008	30.6
33.18	3.82E-008	30.6
36.14	3.82E-008	30.5
39.18	3.82E-008	30.5
42.15	3.82E-008	30.5
45.16	3.82E-008	30.5
48.16	3.81E-008	30.5
51.12	3.82E-008	30.5
54.15	3.81E-008	30.5
57.11	3.81E-008	30.5
60.12	3.82E-008	30.5
63.13	3.81E-008	30.5
66.11	3.81E-008	30.5
69.10	3.81E-008	30.5
72.09	3.82E-008	30.5
75.13	3.81E-008	30.5
78.09	3.81E-008	30.5
81.11	3.81E-008	30.5
84.11	3.81E-008	30.5
87.09	3.82E-008	30.5
90.08	3.81E-008	30.5
93.11	3.81E-008	30.5
96.07	3.82E-008	30.5
99.10	3.81E-008	30.5
102.07	3.81E-008	30.5
105.09	3.81E-008	30.5
108.06	3.81E-008	30.5
111.05	3.81E-008	30.5
114.06	3.81E-008	30.5
117.05	3.81E-008	30.5
120.07	3.81E-008	30.5
123.07	3.81E-008	30.5
126.05	3.81E-008	30.5
129.04	3.81E-008	30.5
132.04	3.81E-008	30.5
135.05	3.81E-008	30.4
138.04	3.81E-008	30.4
141.03	3.81E-008	30.5
144.04	3.81E-008	30.4
147.02	3.81E-008	30.4
150.01	3.81E-008	30.4
153.02	3.81E-008	30.4
156.01	3.81E-008	30.4
159.01	3.81E-008	30.4
162.00	3.81E-008	30.4
165.04	3.81E-008	30.4
168.00	3.80E-008	30.4
171.00	3.81E-008	30.4
174.01	3.81E-008	30.4
176.98	3.81E-008	30.4
179.99	3.81E-008	30.4
182.99	3.81E-008	30.4
186.01	3.81E-008	30.4
188.97	3.80E-008	30.4
191.97	3.80E-008	30.4
194.97	3.80E-008	30.4
197.95	3.81E-008	30.4
200.98	3.81E-008	30.4
203.97	3.80E-008	30.4
206.96	3.81E-008	30.4
209.94	3.80E-008	30.4
212.95	3.80E-008	30.4
215.94	3.81E-008	30.4
218.94	3.81E-008	30.4
221.93	3.80E-008	30.3
224.95	3.80E-008	30.3
227.93	3.80E-008	30.3
230.93	3.80E-008	30.3
233.92	3.80E-008	30.3
236.91	3.80E-008	30.3
239.92	3.80E-008	30.3
242.91	3.80E-008	30.3
