0.00	1.01E+003	1.100E-001	320.9
2.15	1.01E+003	1.100E-001	325.5
4.01	1.01E+003	1.100E-001	329.4
6.01	1.01E+003	1.100E-001	333.8
8.02	1.01E+003	1.100E-001	338.1
9.99	1.01E+003	1.100E-001	342.3
11.99	1.01E+003	1.100E-001	346.7
13.99	1.01E+003	1.100E-001	351.1
15.98	1.01E+003	1.100E-001	355.3
17.99	1.01E+003	1.100E-001	359.5
19.99	1.01E+003	1.100E-001	363.7
21.98	1.01E+003	1.100E-001	368.0
23.99	1.01E+003	1.100E-001	372.3
25.96	1.01E+003	1.100E-001	376.6
27.98	1.01E+003	1.100E-001	380.8
29.96	1.01E+003	1.100E-001	385.0
31.95	1.01E+003	1.100E-001	389.2
33.98	1.01E+003	1.100E-001	393.7
35.95	1.01E+003	1.100E-001	397.8
37.97	1.01E+003	1.100E-001	402.1
39.94	1.01E+003	1.100E-001	406.4
41.94	1.01E+003	1.100E-001	410.5
43.97	1.01E+003	1.100E-001	414.8
45.93	1.01E+003	1.100E-001	418.9
47.96	1.01E+003	1.100E-001	423.3
49.93	1.01E+003	1.100E-001	427.4
51.93	1.01E+003	1.100E-001	431.4
53.96	1.01E+003	1.100E-001	435.8
55.93	1.01E+003	1.100E-001	461.2
57.93	1.01E+003	1.100E-001	486.2
59.93	1.01E+003	1.100E-001	510.7
61.93	1.01E+003	1.100E-001	541.6
63.95	1.01E+003	1.100E-001	600.1
65.91	1.01E+003	1.100E-001	653.1
67.91	1.01E+003	1.100E-001	704.5
69.90	1.01E+003	1.100E-001	754.1
71.90	1.01E+003	1.100E-001	803.3
73.93	1.01E+003	1.100E-001	847.0
75.90	1.01E+003	1.100E-001	883.8
77.90	1.01E+003	1.100E-001	915.2
79.90	1.01E+003	1.100E-001	939.7
81.90	1.01E+003	1.100E-001	958.4
83.93	1.01E+003	1.100E-001	971.2
85.90	1.01E+003	1.100E-001	978.5
87.90	1.01E+003	1.100E-001	982.9
89.90	1.01E+003	1.100E-001	985.3
91.88	1.01E+003	1.100E-001	986.3
93.90	1.01E+003	1.100E-001	986.9
95.88	1.01E+003	1.100E-001	987.0
97.88	1.01E+003	1.100E-001	987.2
99.87	1.01E+003	1.100E-001	987.4
101.87	1.01E+003	1.100E-001	987.6
103.89	1.01E+003	1.100E-001	987.7
105.87	1.01E+003	1.100E-001	987.8
107.87	1.01E+003	1.100E-001	987.8
109.87	1.01E+003	1.100E-001	987.9
111.87	1.01E+003	1.100E-001	987.9
113.87	1.01E+003	1.100E-001	988.0
115.87	1.01E+003	1.100E-001	988.2
117.87	1.01E+003	1.100E-001	988.8
119.85	1.01E+003	1.100E-001	988.8
121.85	1.01E+003	1.100E-001	988.7
123.87	1.01E+003	1.100E-001	988.6
125.85	1.01E+003	1.100E-001	988.6
127.85	1.01E+003	1.100E-001	988.7
129.84	1.01E+003	1.100E-001	988.7
131.84	1.01E+003	1.100E-001	988.6
133.84	1.01E+003	1.100E-001	988.5
135.84	1.01E+003	1.100E-001	988.5
137.84	1.01E+003	1.100E-001	988.5
139.84	1.01E+003	1.100E-001	988.6
141.84	1.01E+003	1.100E-001	988.7
143.86	1.01E+003	1.100E-001	988.8
145.83	1.01E+003	1.100E-001	988.8
147.82	1.01E+003	1.100E-001	988.8
149.82	1.01E+003	1.100E-001	988.8
151.82	1.01E+003	1.100E-001	988.8
153.82	1.01E+003	1.100E-001	988.8
155.82	1.01E+003	1.100E-001	988.8
157.82	1.01E+003	1.100E-001	988.9
159.81	1.01E+003	1.100E-001	988.9
161.81	1.01E+003	1.100E-001	989.0
163.84	1.01E+003	1.100E-001	989.0
165.81	1.01E+003	1.100E-001	989.0
167.81	1.01E+003	1.100E-001	989.0
169.81	1.01E+003	1.100E-001	989.0
171.81	1.01E+003	1.100E-001	989.0
173.79	1.01E+003	1.100E-001	989.0
175.79	1.01E+003	1.100E-001	989.0
177.79	1.01E+003	1.100E-001	988.4
179.79	1.01E+003	1.100E-001	988.4
181.79	1.01E+003	1.100E-001	988.4
183.81	1.01E+003	1.100E-001	988.4
185.79	1.01E+003	1.100E-001	988.4
187.78	1.01E+003	1.100E-001	988.4
189.78	1.01E+003	1.100E-001	988.3
191.78	1.01E+003	1.100E-001	988.4
193.78	1.01E+003	1.100E-001	988.5
195.78	1.01E+003	1.100E-001	988.5
197.78	1.01E+003	1.100E-001	988.5
199.78	1.01E+003	1.100E-001	988.5
201.76	1.01E+003	1.100E-001	988.4
203.78	1.01E+003	1.100E-001	988.4
205.76	1.01E+003	1.100E-001	988.5
207.76	1.01E+003	1.100E-001	988.5
209.76	1.01E+003	1.100E-001	988.5
211.75	1.01E+003	1.100E-001	988.4
213.75	1.01E+003	1.100E-001	988.4
215.75	1.01E+003	1.100E-001	988.4
217.75	1.01E+003	1.100E-001	988.5
219.75	1.01E+003	1.100E-001	988.5
221.75	1.01E+003	1.100E-001	988.4
223.75	1.01E+003	1.100E-001	988.4
225.75	1.01E+003	1.100E-001	988.4
227.75	1.01E+003	1.100E-001	988.4
229.73	1.01E+003	1.100E-001	988.4
231.73	1.01E+003	1.100E-001	988.4
233.73	1.01E+003	1.100E-001	988.4
235.73	1.01E+003	1.100E-001	988.4
237.73	1.01E+003	1.100E-001	988.5
239.72	1.01E+003	1.100E-001	988.4
241.73	1.01E+003	1.100E-001	988.4
243.73	1.01E+003	1.100E-001	988.5
245.72	1.01E+003	1.100E-001	988.4
247.72	1.01E+003	1.100E-001	988.4
249.72	1.01E+003	1.100E-001	988.5
251.75	1.01E+003	1.100E-001	988.4
