ALV-5000/E-WIN Data
Date :	"15.03.18"
Time :	"11:54:13"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      60.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      15.76027
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  5.96629E-001
  4.00000E-004	  6.53410E-001
  6.00000E-004	  5.45932E-001
  8.00000E-004	  5.31737E-001
  1.00000E-003	  5.01994E-001
  1.20000E-003	  5.25653E-001
  1.40000E-003	  5.11458E-001
  1.60000E-003	  5.12134E-001
  1.80000E-003	  5.79730E-001
  2.00000E-003	  5.48636E-001
  2.20000E-003	  5.41876E-001
  2.40000E-003	  5.02670E-001
  2.60000E-003	  4.99966E-001
  2.80000E-003	  4.85095E-001
  3.00000E-003	  5.27681E-001
  3.20000E-003	  5.22280E-001
  3.60000E-003	  5.02677E-001
  4.00000E-003	  5.40869E-001
  4.40000E-003	  5.45939E-001
  4.80000E-003	  5.27012E-001
  5.20000E-003	  5.25322E-001
  5.60000E-003	  5.11464E-001
  6.00000E-003	  5.31405E-001
  6.40000E-003	  5.24340E-001
  7.20000E-003	  5.36677E-001
  8.00000E-003	  4.98315E-001
  8.80000E-003	  5.04906E-001
  9.60000E-003	  5.07948E-001
  1.04000E-002	  5.02540E-001
  1.12000E-002	  4.89189E-001
  1.20000E-002	  4.68910E-001
  1.28000E-002	  4.66393E-001
  1.44000E-002	  4.97404E-001
  1.60000E-002	  4.84645E-001
  1.76000E-002	  4.85913E-001
  1.92000E-002	  4.88532E-001
  2.08000E-002	  4.68083E-001
  2.24000E-002	  4.69942E-001
  2.40000E-002	  4.86082E-001
  2.56000E-002	  4.50782E-001
  2.88000E-002	  4.46303E-001
  3.20000E-002	  4.45923E-001
  3.52000E-002	  4.32108E-001
  3.84000E-002	  4.24925E-001
  4.16000E-002	  4.23954E-001
  4.48000E-002	  4.10054E-001
  4.80000E-002	  3.99703E-001
  5.12000E-002	  4.05244E-001
  5.76000E-002	  3.94660E-001
  6.40000E-002	  3.68928E-001
  7.04000E-002	  3.63415E-001
  7.68000E-002	  3.50297E-001
  8.32000E-002	  3.41784E-001
  8.96000E-002	  3.28560E-001
  9.60000E-002	  3.21972E-001
  1.02400E-001	  3.06723E-001
  1.15200E-001	  2.88846E-001
  1.28000E-001	  2.74712E-001
  1.40800E-001	  2.54982E-001
  1.53600E-001	  2.31809E-001
  1.66400E-001	  2.24307E-001
  1.79200E-001	  2.15182E-001
  1.92000E-001	  2.01842E-001
  2.04800E-001	  1.87287E-001
  2.30400E-001	  1.62538E-001
  2.56000E-001	  1.43488E-001
  2.81600E-001	  1.30433E-001
  3.07200E-001	  1.14488E-001
  3.32800E-001	  9.97744E-002
  3.58400E-001	  9.12503E-002
  3.84000E-001	  8.08038E-002
  4.09600E-001	  7.17330E-002
  4.60800E-001	  5.39818E-002
  5.12000E-001	  4.49957E-002
  5.63200E-001	  3.40128E-002
