ALV-5000/E-WIN Data
Date :	"15.03.18"
Time :	"11:50:54"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      60.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      53.20505
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  5.85030E-001
  4.00000E-004	  5.82804E-001
  6.00000E-004	  5.51642E-001
  8.00000E-004	  5.44362E-001
  1.00000E-003	  5.49596E-001
  1.20000E-003	  5.51762E-001
  1.40000E-003	  5.44783E-001
  1.60000E-003	  5.56334E-001
  1.80000E-003	  5.46227E-001
  2.00000E-003	  5.48995E-001
  2.20000E-003	  5.46468E-001
  2.40000E-003	  5.53085E-001
  2.60000E-003	  5.45024E-001
  2.80000E-003	  5.30526E-001
  3.00000E-003	  5.45746E-001
  3.20000E-003	  5.50248E-001
  3.60000E-003	  5.46368E-001
  4.00000E-003	  5.47240E-001
  4.40000E-003	  5.40141E-001
  4.80000E-003	  5.45495E-001
  5.20000E-003	  5.48263E-001
  5.60000E-003	  5.52053E-001
  6.00000E-003	  5.45015E-001
  6.40000E-003	  5.52844E-001
  7.20000E-003	  5.49084E-001
  8.00000E-003	  5.46708E-001
  8.80000E-003	  5.46092E-001
  9.60000E-003	  5.42302E-001
  1.04000E-002	  5.38347E-001
  1.12000E-002	  5.34000E-001
  1.20000E-002	  5.45371E-001
  1.28000E-002	  5.39873E-001
  1.44000E-002	  5.35158E-001
  1.60000E-002	  5.29992E-001
  1.76000E-002	  5.38083E-001
  1.92000E-002	  5.32120E-001
  2.08000E-002	  5.32067E-001
  2.24000E-002	  5.37128E-001
  2.40000E-002	  5.26969E-001
  2.56000E-002	  5.27493E-001
  2.88000E-002	  5.25463E-001
  3.20000E-002	  5.20323E-001
  3.52000E-002	  5.18597E-001
  3.84000E-002	  5.16172E-001
  4.16000E-002	  5.08085E-001
  4.48000E-002	  5.07374E-001
  4.80000E-002	  5.07683E-001
  5.12000E-002	  5.04289E-001
  5.76000E-002	  4.95638E-001
  6.40000E-002	  4.93982E-001
  7.04000E-002	  4.86945E-001
  7.68000E-002	  4.76963E-001
  8.32000E-002	  4.71905E-001
  8.96000E-002	  4.67155E-001
  9.60000E-002	  4.60464E-001
  1.02400E-001	  4.57157E-001
  1.15200E-001	  4.44884E-001
  1.28000E-001	  4.33998E-001
  1.40800E-001	  4.23200E-001
  1.53600E-001	  4.12930E-001
  1.66400E-001	  4.04167E-001
  1.79200E-001	  3.94064E-001
  1.92000E-001	  3.85874E-001
  2.04800E-001	  3.76005E-001
  2.30400E-001	  3.60568E-001
  2.56000E-001	  3.42324E-001
  2.81600E-001	  3.26502E-001
  3.07200E-001	  3.10811E-001
  3.32800E-001	  2.97342E-001
  3.58400E-001	  2.82141E-001
  3.84000E-001	  2.71639E-001
  4.09600E-001	  2.59872E-001
  4.60800E-001	  2.36277E-001
  5.12000E-001	  2.15508E-001
  5.63200E-001	  1.96729E-001
  6.14400E-001	  1.80901E-001
  6.65600E-001	  1.63082E-001
  7.16800E-001	  1.50808E-001
  7.68000E-001	  1.37954E-001
  8.19200E-001	  1.26547E-001
  9.21600E-001	  1.06005E-001
  1.02400E+000	  9.01100E-002
  1.12640E+000	  7.63696E-002
  1.22880E+000	  6.51569E-002
  1.33120E+000	  5.60156E-002
  1.43360E+000	  4.80033E-002
  1.53600E+000	  4.13877E-002
  1.63840E+000	  3.62694E-002
  1.84320E+000	  2.80004E-002
  2.04800E+000	  2.05138E-002
  2.25280E+000	  1.36571E-002
  2.45760E+000	  9.50582E-003
  2.66240E+000	  6.69896E-003
  2.86720E+000	  4.88814E-003
  3.07200E+000	  4.05934E-003
  3.22560E+000	  5.35961E-003
  3.63520E+000	  4.98775E-003
  4.04480E+000	  4.38817E-003
  4.45440E+000	  2.83536E-003
  4.86400E+000	  5.00440E-004
  5.27360E+000	  7.62904E-004
  5.68320E+000	  1.94791E-003
  6.09280E+000	  1.24258E-003
  6.50240E+000	 -1.02592E-004
  7.32160E+000	 -1.05967E-003
  8.14080E+000	  1.16329E-003
  8.96000E+000	 -1.41971E-003
  9.77920E+000	 -3.01197E-003
  1.05984E+001	 -2.94285E-003
  1.14176E+001	 -3.98900E-003
  1.22368E+001	 -8.10154E-004
  1.30560E+001	  5.77311E-004
  1.46944E+001	  1.87231E-003
  1.63328E+001	  1.45571E-003
  1.79712E+001	 -2.68819E-004
  1.96096E+001	  4.91823E-004
  2.12480E+001	  4.32469E-003
  2.28864E+001	  1.36884E-003
  2.45248E+001	  3.53253E-003
  2.61632E+001	  1.78753E-003
  2.94400E+001	 -5.94530E-004
  3.27168E+001	 -2.65774E-003
  3.59936E+001	 -1.00682E-003
  3.92704E+001	  2.45077E-003
  4.25472E+001	  1.52322E-004
  4.58240E+001	 -1.09382E-004
  4.91008E+001	 -4.50612E-004
  5.23776E+001	 -9.98549E-004
