Time	Correlation

  2.00000E-004	  3.90793E-001
  4.00000E-004	  3.87420E-001
  6.00000E-004	  3.94645E-001
  8.00000E-004	  3.86896E-001
  1.00000E-003	  3.62282E-001
  1.20000E-003	  3.74960E-001
  1.40000E-003	  3.96143E-001
  1.60000E-003	  3.76240E-001
  1.80000E-003	  3.70511E-001
  2.00000E-003	  3.84628E-001
  2.20000E-003	  3.77228E-001
  2.40000E-003	  3.63358E-001
  2.60000E-003	  3.81793E-001
  2.80000E-003	  3.77737E-001
  3.00000E-003	  3.68418E-001
  3.20000E-003	  3.61824E-001
  3.60000E-003	  3.71972E-001
  4.00000E-003	  3.64231E-001
  4.40000E-003	  3.67894E-001
  4.80000E-003	  3.66026E-001
  5.20000E-003	  3.58103E-001
  5.60000E-003	  3.67204E-001
  6.00000E-003	  3.56860E-001
  6.40000E-003	  3.59289E-001
  7.20000E-003	  3.54070E-001
  8.00000E-003	  3.54179E-001
  8.80000E-003	  3.47840E-001
  9.60000E-003	  3.46477E-001
  1.04000E-002	  3.45649E-001
  1.12000E-002	  3.42978E-001
  1.20000E-002	  3.40194E-001
  1.28000E-002	  3.35840E-001
  1.44000E-002	  3.33811E-001
  1.60000E-002	  3.29044E-001
  1.76000E-002	  3.20999E-001
  1.92000E-002	  3.17361E-001
  2.08000E-002	  3.12082E-001
  2.24000E-002	  3.08133E-001
  2.40000E-002	  3.04165E-001
  2.56000E-002	  2.99087E-001
  2.88000E-002	  2.89605E-001
  3.20000E-002	  2.80753E-001
  3.52000E-002	  2.73021E-001
  3.84000E-002	  2.62447E-001
  4.16000E-002	  2.56727E-001
  4.48000E-002	  2.48469E-001
  4.80000E-002	  2.42427E-001
  5.12000E-002	  2.34175E-001
  5.76000E-002	  2.21147E-001
  6.40000E-002	  2.07707E-001
  7.04000E-002	  1.93311E-001
  7.68000E-002	  1.83283E-001
  8.32000E-002	  1.72258E-001
  8.96000E-002	  1.62214E-001
  9.60000E-002	  1.51726E-001
  1.02400E-001	  1.43494E-001
  1.15200E-001	  1.28525E-001
  1.28000E-001	  1.14039E-001
  1.40800E-001	  1.01147E-001
  1.53600E-001	  9.06131E-002
  1.66400E-001	  8.03114E-002
  1.79200E-001	  7.23518E-002
  1.92000E-001	  6.46743E-002
  2.04800E-001	  5.82180E-002
  2.30400E-001	  4.62034E-002
  2.56000E-001	  3.72051E-002
  2.81600E-001	  3.07442E-002
  3.07200E-001	  2.41163E-002
  3.32800E-001	  2.00500E-002
  3.58400E-001	  1.56387E-002
  3.84000E-001	  1.28333E-002
  4.09600E-001	  1.03069E-002
  4.60800E-001	  7.49463E-003
  5.12000E-001	  6.03103E-003
  5.63200E-001	  4.30789E-003
  6.14400E-001	  3.26434E-003
  6.65600E-001	  2.82080E-003
  7.16800E-001	  2.16105E-003
  7.68000E-001	  6.36941E-004
  8.19200E-001	  7.42423E-004
  9.21600E-001	  7.30137E-004
  1.02400E+000	  1.56593E-003
  1.12640E+000	  4.24532E-004
  1.22880E+000	  4.55476E-004
