Time	Correlation

  2.00000E-004	  5.41666E-001
  4.00000E-004	  4.86298E-001
  6.00000E-004	  4.72626E-001
  8.00000E-004	  4.65935E-001
  1.00000E-003	  4.81741E-001
  1.20000E-003	  4.68941E-001
  1.40000E-003	  5.03849E-001
  1.60000E-003	  4.62348E-001
  1.80000E-003	  4.63220E-001
  2.00000E-003	  4.80674E-001
  2.20000E-003	  4.74371E-001
  2.40000E-003	  4.75244E-001
  2.60000E-003	  4.51196E-001
  2.80000E-003	  4.79123E-001
  3.00000E-003	  4.96771E-001
  3.20000E-003	  4.78536E-001
  3.60000E-003	  4.55604E-001
  4.00000E-003	  4.52355E-001
  4.40000E-003	  4.63458E-001
  4.80000E-003	  4.47168E-001
  5.20000E-003	  4.55943E-001
  5.60000E-003	  4.54343E-001
  6.00000E-003	  4.73106E-001
  6.40000E-003	  4.56144E-001
  7.20000E-003	  4.56241E-001
  8.00000E-003	  4.56119E-001
  8.80000E-003	  4.52701E-001
  9.60000E-003	  4.51051E-001
  1.04000E-002	  4.43439E-001
  1.12000E-002	  4.44869E-001
  1.20000E-002	  4.31731E-001
  1.28000E-002	  4.36009E-001
  1.44000E-002	  4.30761E-001
  1.60000E-002	  4.34506E-001
  1.76000E-002	  4.27488E-001
  1.92000E-002	  4.14519E-001
  2.08000E-002	  4.12810E-001
  2.24000E-002	  4.18325E-001
  2.40000E-002	  4.09913E-001
  2.56000E-002	  4.07746E-001
  2.88000E-002	  4.04414E-001
  3.20000E-002	  3.94723E-001
  3.52000E-002	  3.79002E-001
  3.84000E-002	  3.77209E-001
  4.16000E-002	  3.66373E-001
  4.48000E-002	  3.63106E-001
  4.80000E-002	  3.60833E-001
  5.12000E-002	  3.49673E-001
  5.76000E-002	  3.36024E-001
  6.40000E-002	  3.22170E-001
  7.04000E-002	  3.08788E-001
  7.68000E-002	  2.95496E-001
  8.32000E-002	  2.84881E-001
  8.96000E-002	  2.74266E-001
  9.60000E-002	  2.66163E-001
  1.02400E-001	  2.55643E-001
  1.15200E-001	  2.36776E-001
  1.28000E-001	  2.18024E-001
  1.40800E-001	  2.00791E-001
  1.53600E-001	  1.85475E-001
  1.66400E-001	  1.71827E-001
  1.79200E-001	  1.61129E-001
  1.92000E-001	  1.49432E-001
  2.04800E-001	  1.35233E-001
  2.30400E-001	  1.16919E-001
  2.56000E-001	  1.00860E-001
  2.81600E-001	  8.62490E-002
  3.07200E-001	  7.56382E-002
  3.32800E-001	  6.52592E-002
  3.58400E-001	  5.42900E-002
  3.84000E-001	  4.77230E-002
  4.09600E-001	  4.14211E-002
  4.60800E-001	  2.95567E-002
  5.12000E-001	  2.23737E-002
  5.63200E-001	  1.58178E-002
  6.14400E-001	  1.34102E-002
  6.65600E-001	  1.03908E-002
  7.16800E-001	  6.87645E-003
  7.68000E-001	  4.52428E-003
  8.19200E-001	  2.08366E-003
  9.21600E-001	  2.57020E-003
  1.02400E+000	  1.43480E-003
  1.12640E+000	  2.52113E-003
  1.22880E+000	  3.79099E-003
