Time	Correlation

  2.00000E-004	  6.04871E-001
  4.00000E-004	  5.62477E-001
  6.00000E-004	  6.17681E-001
  8.00000E-004	  4.88669E-001
  1.00000E-003	  4.98734E-001
  1.20000E-003	  5.28928E-001
  1.40000E-003	  5.72542E-001
  1.60000E-003	  5.52413E-001
  1.80000E-003	  5.62172E-001
  2.00000E-003	  4.87144E-001
  2.20000E-003	  5.32283E-001
  2.40000E-003	  5.43568E-001
  2.60000E-003	  4.94769E-001
  2.80000E-003	  4.93854E-001
  3.00000E-003	  5.48448E-001
  3.20000E-003	  5.14598E-001
  3.60000E-003	  5.23595E-001
  4.00000E-003	  5.09718E-001
  4.40000E-003	  5.01331E-001
  4.80000E-003	  5.47842E-001
  5.20000E-003	  5.32745E-001
  5.60000E-003	  4.84556E-001
  6.00000E-003	  5.16123E-001
  6.40000E-003	  5.17504E-001
  7.20000E-003	  5.02407E-001
  8.00000E-003	  5.07744E-001
  8.80000E-003	  5.25587E-001
  9.60000E-003	  5.05838E-001
  1.04000E-002	  5.17733E-001
  1.12000E-002	  5.07287E-001
  1.20000E-002	  5.10261E-001
  1.28000E-002	  5.16708E-001
  1.44000E-002	  5.15335E-001
  1.60000E-002	  4.80375E-001
  1.76000E-002	  4.98484E-001
  1.92000E-002	  5.03936E-001
  2.08000E-002	  4.73513E-001
  2.24000E-002	  4.87161E-001
  2.40000E-002	  4.84874E-001
  2.56000E-002	  4.82150E-001
  2.88000E-002	  4.78776E-001
  3.20000E-002	  4.74907E-001
  3.52000E-002	  4.69626E-001
  3.84000E-002	  4.57443E-001
  4.16000E-002	  4.56299E-001
  4.48000E-002	  4.43470E-001
  4.80000E-002	  4.41983E-001
  5.12000E-002	  4.40740E-001
  5.76000E-002	  4.40721E-001
  6.40000E-002	  4.22106E-001
  7.04000E-002	  4.11355E-001
  7.68000E-002	  4.05521E-001
  8.32000E-002	  4.01032E-001
  8.96000E-002	  3.87640E-001
  9.60000E-002	  3.75182E-001
  1.02400E-001	  3.70175E-001
  1.15200E-001	  3.53444E-001
  1.28000E-001	  3.42959E-001
  1.40800E-001	  3.27293E-001
  1.53600E-001	  3.15000E-001
  1.66400E-001	  3.00898E-001
  1.79200E-001	  2.88317E-001
  1.92000E-001	  2.75576E-001
  2.04800E-001	  2.63948E-001
  2.30400E-001	  2.44230E-001
  2.56000E-001	  2.27212E-001
  2.81600E-001	  2.07732E-001
  3.07200E-001	  1.88020E-001
  3.32800E-001	  1.78024E-001
  3.58400E-001	  1.66257E-001
  3.84000E-001	  1.54421E-001
  4.09600E-001	  1.41167E-001
  4.60800E-001	  1.21581E-001
  5.12000E-001	  1.06428E-001
  5.63200E-001	  9.13399E-002
  6.14400E-001	  8.01396E-002
  6.65600E-001	  6.84698E-002
  7.16800E-001	  5.92568E-002
  7.68000E-001	  5.12811E-002
  8.19200E-001	  4.32142E-002
  9.21600E-001	  3.20435E-002
  1.02400E+000	  2.36972E-002
  1.12640E+000	  1.89199E-002
  1.22880E+000	  1.22338E-002
  1.33120E+000	  9.49599E-003
  1.43360E+000	  6.56541E-003
  1.53600E+000	  6.85349E-003
  1.63840E+000	  5.47657E-003
  1.84320E+000	  3.49829E-003
  2.04800E+000	  4.35738E-003
  2.25280E+000	  2.16947E-003
  2.45760E+000	  2.87110E-003
  2.66240E+000	  1.43880E-003
