Time	Correlation

 2.00000E-004	  5.95517E-001
  4.00000E-004	  6.02762E-001
  6.00000E-004	  6.08616E-001
  8.00000E-004	  5.30025E-001
  1.00000E-003	  5.54832E-001
  1.20000E-003	  5.90688E-001
  1.40000E-003	  5.64784E-001
  1.60000E-003	  5.73638E-001
  1.80000E-003	  5.72540E-001
  2.00000E-003	  5.33464E-001
  2.20000E-003	  5.86224E-001
  2.40000E-003	  5.76711E-001
  2.60000E-003	  5.51027E-001
  2.80000E-003	  5.85639E-001
  3.00000E-003	  5.40782E-001
  3.20000E-003	  5.67420E-001
  3.60000E-003	  5.54614E-001
  4.00000E-003	  5.57944E-001
  4.40000E-003	  5.68262E-001
  4.80000E-003	  5.52089E-001
  5.20000E-003	  5.66943E-001
  5.60000E-003	  5.62845E-001
  6.00000E-003	  5.45503E-001
  6.40000E-003	  5.58382E-001
  7.20000E-003	  5.62809E-001
  8.00000E-003	  5.52692E-001
  8.80000E-003	  5.53973E-001
  9.60000E-003	  5.57302E-001
  1.04000E-002	  5.54997E-001
  1.12000E-002	  5.54522E-001
  1.20000E-002	  5.59553E-001
  1.28000E-002	  5.50942E-001
  1.44000E-002	  5.54454E-001
  1.60000E-002	  5.50320E-001
  1.76000E-002	  5.46158E-001
  1.92000E-002	  5.42097E-001
  2.08000E-002	  5.36819E-001
  2.24000E-002	  5.43753E-001
  2.40000E-002	  5.33901E-001
  2.56000E-002	  5.38019E-001
  2.88000E-002	  5.27432E-001
  3.20000E-002	  5.30881E-001
  3.52000E-002	  5.25873E-001
  3.84000E-002	  5.22439E-001
  4.16000E-002	  5.19347E-001
  4.48000E-002	  5.17961E-001
  4.80000E-002	  5.12034E-001
  5.12000E-002	  5.14832E-001
  5.76000E-002	  5.04007E-001
  6.40000E-002	  4.97598E-001
  7.04000E-002	  4.95474E-001
  7.68000E-002	  4.87352E-001
  8.32000E-002	  4.83137E-001
  8.96000E-002	  4.77278E-001
  9.60000E-002	  4.70034E-001
  1.02400E-001	  4.63285E-001
  1.15200E-001	  4.55120E-001
  1.28000E-001	  4.44902E-001
  1.40800E-001	  4.32856E-001
  1.53600E-001	  4.24945E-001
  1.66400E-001	  4.12708E-001
  1.79200E-001	  4.05877E-001
  1.92000E-001	  3.97096E-001
  2.04800E-001	  3.87794E-001
  2.30400E-001	  3.70869E-001
  2.56000E-001	  3.55428E-001
  2.81600E-001	  3.37798E-001
  3.07200E-001	  3.24840E-001
  3.32800E-001	  3.09417E-001
  3.58400E-001	  2.97093E-001
  3.84000E-001	  2.84542E-001
  4.09600E-001	  2.71840E-001
  4.60800E-001	  2.48701E-001
  5.12000E-001	  2.28308E-001
  5.63200E-001	  2.10274E-001
  6.14400E-001	  1.93542E-001
  6.65600E-001	  1.77744E-001
  7.16800E-001	  1.62472E-001
  7.68000E-001	  1.49940E-001
  8.19200E-001	  1.38577E-001
  9.21600E-001	  1.17257E-001
  1.02400E+000	  9.78931E-002
  1.12640E+000	  8.32028E-002
  1.22880E+000	  7.08145E-002
  1.33120E+000	  6.05658E-002
  1.43360E+000	  5.10849E-002
  1.53600E+000	  4.37894E-002
  1.63840E+000	  3.77522E-002
  1.84320E+000	  2.97953E-002
  2.04800E+000	  2.55814E-002
  2.25280E+000	  2.07526E-002
  2.45760E+000	  1.71951E-002
  2.66240E+000	  1.32150E-002
  2.86720E+000	  1.12696E-002
  3.07200E+000	  8.98170E-003
  3.22560E+000	  6.25285E-003
  3.63520E+000	  2.29888E-003
  4.04480E+000	 -5.28281E-004
  4.45440E+000	 -3.11447E-003
  4.86400E+000	 -3.37857E-003
  5.27360E+000	 -2.68572E-003
  5.68320E+000	 -1.20132E-003
  6.09280E+000	 -4.26896E-004
  6.50240E+000	  4.45635E-004
  7.32160E+000	  9.49019E-004
  8.14080E+000	  3.53626E-004
