Time	Correlation

 2.00000E-004	  5.76156E-001
  4.00000E-004	  5.45780E-001
  6.00000E-004	  5.55156E-001
  8.00000E-004	  5.58416E-001
  1.00000E-003	  5.71569E-001
  1.20000E-003	  5.54144E-001
  1.40000E-003	  5.38653E-001
  1.60000E-003	  5.42430E-001
  1.80000E-003	  5.55741E-001
  2.00000E-003	  5.71434E-001
  2.20000E-003	  5.56640E-001
  2.40000E-003	  5.20643E-001
  2.60000E-003	  5.43217E-001
  2.80000E-003	  5.36089E-001
  3.00000E-003	  5.60507E-001
  3.20000E-003	  5.59000E-001
  3.60000E-003	  5.44060E-001
  4.00000E-003	  5.57471E-001
  4.40000E-003	  5.46364E-001
  4.80000E-003	  5.44228E-001
  5.20000E-003	  5.62182E-001
  5.60000E-003	  5.36482E-001
  6.00000E-003	  5.56336E-001
  6.40000E-003	  5.48564E-001
  7.20000E-003	  5.49868E-001
  8.00000E-003	  5.41780E-001
  8.80000E-003	  5.40504E-001
  9.60000E-003	  5.47957E-001
  1.04000E-002	  5.39649E-001
  1.12000E-002	  5.42679E-001
  1.20000E-002	  5.45815E-001
  1.28000E-002	  5.44103E-001
  1.44000E-002	  5.41207E-001
  1.60000E-002	  5.39139E-001
  1.76000E-002	  5.37159E-001
  1.92000E-002	  5.39442E-001
  2.08000E-002	  5.36593E-001
  2.24000E-002	  5.29420E-001
  2.40000E-002	  5.33030E-001
  2.56000E-002	  5.32737E-001
  2.88000E-002	  5.28098E-001
  3.20000E-002	  5.25921E-001
  3.52000E-002	  5.24016E-001
  3.84000E-002	  5.21612E-001
  4.16000E-002	  5.20404E-001
  4.48000E-002	  5.16361E-001
  4.80000E-002	  5.14148E-001
  5.12000E-002	  5.11437E-001
  5.76000E-002	  5.07729E-001
  6.40000E-002	  5.01757E-001
  7.04000E-002	  4.96348E-001
  7.68000E-002	  4.92723E-001
  8.32000E-002	  4.90543E-001
  8.96000E-002	  4.84294E-001
  9.60000E-002	  4.78845E-001
  1.02400E-001	  4.74767E-001
  1.15200E-001	  4.66679E-001
  1.28000E-001	  4.58701E-001
  1.40800E-001	  4.49888E-001
  1.53600E-001	  4.41951E-001
  1.66400E-001	  4.34309E-001
  1.79200E-001	  4.26082E-001
  1.92000E-001	  4.18024E-001
  2.04800E-001	  4.11247E-001
  2.30400E-001	  3.95796E-001
  2.56000E-001	  3.82447E-001
  2.81600E-001	  3.69262E-001
  3.07200E-001	  3.56742E-001
  3.32800E-001	  3.44774E-001
  3.58400E-001	  3.32144E-001
  3.84000E-001	  3.19169E-001
  4.09600E-001	  3.08481E-001
  4.60800E-001	  2.86672E-001
  5.12000E-001	  2.67497E-001
  5.63200E-001	  2.48897E-001
  6.14400E-001	  2.32751E-001
  6.65600E-001	  2.16980E-001
  7.16800E-001	  2.03318E-001
  7.68000E-001	  1.89250E-001
  8.19200E-001	  1.77245E-001
  9.21600E-001	  1.53958E-001
  1.02400E+000	  1.34116E-001
  1.12640E+000	  1.17511E-001
  1.22880E+000	  1.02383E-001
  1.33120E+000	  8.88499E-002
  1.43360E+000	  7.72798E-002
  1.53600E+000	  6.73595E-002
  1.63840E+000	  5.81057E-002
  1.84320E+000	  4.38876E-002
  2.04800E+000	  3.29674E-002
  2.25280E+000	  2.40876E-002
  2.45760E+000	  1.76049E-002
  2.66240E+000	  1.23437E-002
  2.86720E+000	  7.97678E-003
  3.07200E+000	  5.29314E-003
  3.22560E+000	  4.00315E-003
  3.63520E+000	  1.05053E-003
  4.04480E+000	  1.01643E-003
  4.45440E+000	  2.54613E-003
  4.86400E+000	  3.23974E-003
  5.27360E+000	  2.19975E-003
  5.68320E+000	  2.29018E-004
  6.09280E+000	 -1.14316E-003
  6.50240E+000	 -1.11861E-003
  7.32160E+000	 -3.46176E-003
  8.14080E+000	 -4.45835E-003
  8.96000E+000	 -1.81644E-003
  9.77920E+000	 -2.07480E-003
