Time	Correlation


  2.00000E-004	  4.63973E-001
  4.00000E-004	  4.49942E-001
  6.00000E-004	  4.49309E-001
  8.00000E-004	  4.49626E-001
  1.00000E-003	  4.19981E-001
  1.20000E-003	  4.38303E-001
  1.40000E-003	  4.63742E-001
  1.60000E-003	  4.23611E-001
  1.80000E-003	  4.18108E-001
  2.00000E-003	  4.54177E-001
  2.20000E-003	  4.44065E-001
  2.40000E-003	  4.15054E-001
  2.60000E-003	  4.30179E-001
  2.80000E-003	  4.44872E-001
  3.00000E-003	  4.37727E-001
  3.20000E-003	  4.30525E-001
  3.60000E-003	  4.34169E-001
  4.00000E-003	  4.15659E-001
  4.40000E-003	  4.24648E-001
  4.80000E-003	  4.25210E-001
  5.20000E-003	  4.15184E-001
  5.60000E-003	  4.28696E-001
  6.00000E-003	  4.15861E-001
  6.40000E-003	  4.13404E-001
  7.20000E-003	  4.17301E-001
  8.00000E-003	  4.06116E-001
  8.80000E-003	  4.04049E-001
  9.60000E-003	  4.05367E-001
  1.04000E-002	  4.02551E-001
  1.12000E-002	  4.02327E-001
  1.20000E-002	  3.97041E-001
  1.28000E-002	  3.95140E-001
  1.44000E-002	  3.85086E-001
  1.60000E-002	  3.81896E-001
  1.76000E-002	  3.75940E-001
  1.92000E-002	  3.70171E-001
  2.08000E-002	  3.64124E-001
  2.24000E-002	  3.62281E-001
  2.40000E-002	  3.52241E-001
  2.56000E-002	  3.49285E-001
  2.88000E-002	  3.39719E-001
  3.20000E-002	  3.30024E-001
  3.52000E-002	  3.25253E-001
  3.84000E-002	  3.15620E-001
  4.16000E-002	  3.00803E-001
  4.48000E-002	  2.93243E-001
  4.80000E-002	  2.84251E-001
  5.12000E-002	  2.77797E-001
  5.76000E-002	  2.63696E-001
  6.40000E-002	  2.48413E-001
  7.04000E-002	  2.34358E-001
  7.68000E-002	  2.21176E-001
  8.32000E-002	  2.08725E-001
  8.96000E-002	  1.98104E-001
  9.60000E-002	  1.87900E-001
  1.02400E-001	  1.76807E-001
  1.15200E-001	  1.57686E-001
  1.28000E-001	  1.40915E-001
  1.40800E-001	  1.26217E-001
  1.53600E-001	  1.13987E-001
  1.66400E-001	  1.02976E-001
  1.79200E-001	  9.11568E-002
  1.92000E-001	  8.26099E-002
  2.04800E-001	  7.42337E-002
  2.30400E-001	  5.98340E-002
  2.56000E-001	  4.92621E-002
  2.81600E-001	  3.86715E-002
  3.07200E-001	  3.17776E-002
  3.32800E-001	  2.54596E-002
  3.58400E-001	  2.02600E-002
  3.84000E-001	  1.67761E-002
  4.09600E-001	  1.38587E-002
  4.60800E-001	  1.03041E-002
  5.12000E-001	  7.08687E-003
  5.63200E-001	  5.03690E-003
  6.14400E-001	  3.59661E-003
  6.65600E-001	  2.25008E-003
  7.16800E-001	  2.04649E-003
  7.68000E-001	  1.32967E-003
  8.19200E-001	  1.03587E-003
  9.21600E-001	 -4.78657E-004
  1.02400E+000	 -2.87420E-004
  1.12640E+000	  4.54930E-004
  1.22880E+000	  2.58527E-004
  1.33120E+000	  5.73113E-004
  1.43360E+000	 -8.73026E-005
  1.53600E+000	 -5.63816E-005
