Time	Correlation

2.00000E-004	  6.88456E-001
  4.00000E-004	  6.21965E-001
  6.00000E-004	  5.36942E-001
  8.00000E-004	  4.74810E-001
  1.00000E-003	  4.50830E-001
  1.20000E-003	  5.21682E-001
  1.40000E-003	  4.31209E-001
  1.60000E-003	  5.08601E-001
  1.80000E-003	  5.23862E-001
  2.00000E-003	  4.85711E-001
  2.20000E-003	  4.97701E-001
  2.40000E-003	  5.71823E-001
  2.60000E-003	  4.76991E-001
  2.80000E-003	  5.26042E-001
  3.00000E-003	  5.07511E-001
  3.20000E-003	  5.20592E-001
  3.60000E-003	  5.15142E-001
  4.00000E-003	  4.76446E-001
  4.40000E-003	  4.94976E-001
  4.80000E-003	  4.92251E-001
  5.20000E-003	  4.62275E-001
  5.60000E-003	  4.90071E-001
  6.00000E-003	  5.79453E-001
  6.40000E-003	  5.20856E-001
  7.20000E-003	  5.02053E-001
  8.00000E-003	  5.26034E-001
  8.80000E-003	  4.60632E-001
  9.60000E-003	  5.12408E-001
  1.04000E-002	  5.10501E-001
  1.12000E-002	  4.85975E-001
  1.20000E-002	  4.54637E-001
  1.28000E-002	  4.51635E-001
  1.44000E-002	  4.74798E-001
  1.60000E-002	  4.54361E-001
  1.76000E-002	  4.59811E-001
  1.92000E-002	  4.53679E-001
  2.08000E-002	  4.55451E-001
  2.24000E-002	  4.49864E-001
  2.40000E-002	  4.57494E-001
  2.56000E-002	  4.43236E-001
  2.88000E-002	  4.39149E-001
  3.20000E-002	  4.28044E-001
  3.52000E-002	  4.13193E-001
  3.84000E-002	  4.10740E-001
  4.16000E-002	  4.15990E-001
  4.48000E-002	  4.05839E-001
  4.80000E-002	  3.97187E-001
  5.12000E-002	  3.81390E-001
  5.76000E-002	  3.72261E-001
  6.40000E-002	  3.58572E-001
  7.04000E-002	  3.60003E-001
  7.68000E-002	  3.26315E-001
  8.32000E-002	  3.21751E-001
  8.96000E-002	  3.18719E-001
  9.60000E-002	  3.20695E-001
  1.02400E-001	  3.04374E-001
  1.15200E-001	  2.78525E-001
  1.28000E-001	  2.63453E-001
  1.40800E-001	  2.56760E-001
  1.53600E-001	  2.31061E-001
  1.66400E-001	  2.26783E-001
  1.79200E-001	  2.05600E-001
  1.92000E-001	  1.92619E-001
  2.04800E-001	  1.77932E-001
  2.30400E-001	  1.61013E-001
  2.56000E-001	  1.40908E-001
  2.81600E-001	  1.31010E-001
  3.07200E-001	  1.10131E-001
  3.32800E-001	  1.00327E-001
  3.58400E-001	  8.21213E-002
  3.84000E-001	  7.46505E-002
  4.09600E-001	  6.76522E-002
  4.60800E-001	  5.36832E-002
  5.12000E-001	  4.32791E-002
  5.63200E-001	  3.64174E-002
  6.14400E-001	  2.60488E-002
  6.65600E-001	  2.09737E-002
  7.16800E-001	  1.61156E-002
  7.68000E-001	  1.55762E-002
  8.19200E-001	  1.01439E-002
  9.21600E-001	  8.05174E-003
  1.02400E+000	  6.00305E-003
  1.12640E+000	  1.44125E-003
  1.22880E+000	  1.26029E-003
  1.33120E+000	  3.76542E-005
