ALV-5000/E-WIN Data
Date :	"11.09.17"
Time :	"14:20:29"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      80.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     127.29617
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  5.65167E-001
  4.00000E-004	  5.47753E-001
  6.00000E-004	  5.39629E-001
  8.00000E-004	  5.51893E-001
  1.00000E-003	  5.69118E-001
  1.20000E-003	  5.58924E-001
  1.40000E-003	  5.41026E-001
  1.60000E-003	  5.35824E-001
  1.80000E-003	  5.51410E-001
  2.00000E-003	  5.65713E-001
  2.20000E-003	  5.71388E-001
  2.40000E-003	  5.53869E-001
  2.60000E-003	  5.33365E-001
  2.80000E-003	  5.34059E-001
  3.00000E-003	  5.54920E-001
  3.20000E-003	  5.61685E-001
  3.60000E-003	  5.37140E-001
  4.00000E-003	  5.54197E-001
  4.40000E-003	  5.53261E-001
  4.80000E-003	  5.36336E-001
  5.20000E-003	  5.62341E-001
  5.60000E-003	  5.46809E-001
  6.00000E-003	  5.42553E-001
  6.40000E-003	  5.50564E-001
  7.20000E-003	  5.51174E-001
  8.00000E-003	  5.47322E-001
  8.80000E-003	  5.45677E-001
  9.60000E-003	  5.48444E-001
  1.04000E-002	  5.47798E-001
  1.12000E-002	  5.42753E-001
  1.20000E-002	  5.43595E-001
  1.28000E-002	  5.45872E-001
  1.44000E-002	  5.43768E-001
  1.60000E-002	  5.45184E-001
  1.76000E-002	  5.41479E-001
  1.92000E-002	  5.44124E-001
  2.08000E-002	  5.40857E-001
  2.24000E-002	  5.41574E-001
  2.40000E-002	  5.38195E-001
  2.56000E-002	  5.39843E-001
  2.88000E-002	  5.36972E-001
  3.20000E-002	  5.35464E-001
  3.52000E-002	  5.34768E-001
  3.84000E-002	  5.34510E-001
  4.16000E-002	  5.31726E-001
  4.48000E-002	  5.29643E-001
  4.80000E-002	  5.27116E-001
  5.12000E-002	  5.26075E-001
  5.76000E-002	  5.21531E-001
  6.40000E-002	  5.19423E-001
  7.04000E-002	  5.16251E-001
  7.68000E-002	  5.12566E-001
  8.32000E-002	  5.09809E-001
  8.96000E-002	  5.07660E-001
  9.60000E-002	  5.02977E-001
  1.02400E-001	  5.00012E-001
  1.15200E-001	  4.95047E-001
  1.28000E-001	  4.87798E-001
  1.40800E-001	  4.82669E-001
  1.53600E-001	  4.77463E-001
  1.66400E-001	  4.70436E-001
  1.79200E-001	  4.65025E-001
  1.92000E-001	  4.59062E-001
  2.04800E-001	  4.54241E-001
  2.30400E-001	  4.43666E-001
  2.56000E-001	  4.32816E-001
  2.81600E-001	  4.22323E-001
  3.07200E-001	  4.12931E-001
  3.32800E-001	  4.04152E-001
  3.58400E-001	  3.94125E-001
  3.84000E-001	  3.84344E-001
  4.09600E-001	  3.75546E-001
  4.60800E-001	  3.58365E-001
  5.12000E-001	  3.41656E-001
  5.63200E-001	  3.26154E-001
  6.14400E-001	  3.11170E-001
  6.65600E-001	  2.96571E-001
  7.16800E-001	  2.82818E-001
  7.68000E-001	  2.70212E-001
  8.19200E-001	  2.58120E-001
  9.21600E-001	  2.35178E-001
  1.02400E+000	  2.15000E-001
  1.12640E+000	  1.96221E-001
  1.22880E+000	  1.79449E-001
  1.33120E+000	  1.64248E-001
  1.43360E+000	  1.49704E-001
  1.53600E+000	  1.37234E-001
  1.63840E+000	  1.25882E-001
  1.84320E+000	  1.06094E-001
  2.04800E+000	  8.92884E-002
  2.25280E+000	  7.48396E-002
  2.45760E+000	  6.22683E-002
  2.66240E+000	  5.13708E-002
  2.86720E+000	  4.21471E-002
  3.07200E+000	  3.42005E-002
  3.22560E+000	  2.94366E-002
  3.63520E+000	  1.94917E-002
  4.04480E+000	  1.36181E-002
  4.45440E+000	  9.87346E-003
  4.86400E+000	  5.91974E-003
  5.27360E+000	  2.81795E-003
  5.68320E+000	  1.62766E-003
  6.09280E+000	  1.71895E-003
  6.50240E+000	  2.03283E-003
  7.32160E+000	  2.85931E-003
  8.14080E+000	  5.71265E-003
  8.96000E+000	  5.03232E-003
  9.77920E+000	  1.02939E-003
  1.05984E+001	 -1.19478E-004
  1.14176E+001	  1.19041E-003
  1.22368E+001	  4.21596E-003
  1.30560E+001	  6.43257E-003
  1.46944E+001	  9.53412E-004
  1.63328E+001	 -4.03075E-003
  1.79712E+001	 -2.68332E-003
  1.96096E+001	 -3.00504E-004
  2.12480E+001	  1.17648E-003
  2.28864E+001	  1.82517E-003
  2.45248E+001	 -1.76773E-003
  2.61632E+001	 -1.30841E-003
  2.94400E+001	  1.71992E-003
  3.27168E+001	  8.79232E-004
  3.59936E+001	  6.70399E-004
  3.92704E+001	  1.62007E-003
  4.25472E+001	  1.20460E-004
  4.58240E+001	 -1.94314E-003
  4.91008E+001	  3.86187E-003
  5.23776E+001	 -4.09434E-004
  5.89312E+001	 -6.39775E-004
  6.54848E+001	  1.01278E-003
  7.20384E+001	  7.33169E-004
  7.85920E+001	  2.52607E-004
  8.51456E+001	 -1.95747E-003
  9.16992E+001	 -8.69432E-004
  9.82528E+001	  1.70588E-003
  1.04806E+002	  3.46443E-004
  1.17914E+002	  3.17695E-003
  1.31021E+002	 -8.46746E-004
  1.44128E+002	 -1.06931E-004
  1.57235E+002	 -2.45790E-004
  1.70342E+002	 -3.93353E-004
  1.83450E+002	 -2.04249E-003
