Time	Correlation

  2.00000E-004	  5.77274E-001
  4.00000E-004	  5.91633E-001
  6.00000E-004	  6.01195E-001
  8.00000E-004	  5.66765E-001
  1.00000E-003	  5.75414E-001
  1.20000E-003	  5.63763E-001
  1.40000E-003	  5.46466E-001
  1.60000E-003	  5.89120E-001
  1.80000E-003	  5.47902E-001
  2.00000E-003	  5.52634E-001
  2.20000E-003	  5.81843E-001
  2.40000E-003	  5.43464E-001
  2.60000E-003	  5.92841E-001
  2.80000E-003	  5.71334E-001
  3.00000E-003	  5.46532E-001
  3.20000E-003	  5.76413E-001
  3.60000E-003	  5.53536E-001
  4.00000E-003	  5.68255E-001
  4.40000E-003	  5.64779E-001
  4.80000E-003	  5.61140E-001
  5.20000E-003	  5.62805E-001
  5.60000E-003	  5.61140E-001
  6.00000E-003	  5.67178E-001
  6.40000E-003	  5.64436E-001
  7.20000E-003	  5.62821E-001
  8.00000E-003	  5.57762E-001
  8.80000E-003	  5.62078E-001
  9.60000E-003	  5.60960E-001
  1.04000E-002	  5.54735E-001
  1.12000E-002	  5.62780E-001
  1.20000E-002	  5.51978E-001
  1.28000E-002	  5.58492E-001
  1.44000E-002	  5.58040E-001
  1.60000E-002	  5.51961E-001
  1.76000E-002	  5.55143E-001
  1.92000E-002	  5.53197E-001
  2.08000E-002	  5.50574E-001
  2.24000E-002	  5.54407E-001
  2.40000E-002	  5.48015E-001
  2.56000E-002	  5.48730E-001
  2.88000E-002	  5.46569E-001
  3.20000E-002	  5.45263E-001
  3.52000E-002	  5.43007E-001
  3.84000E-002	  5.40102E-001
  4.16000E-002	  5.35904E-001
  4.48000E-002	  5.35016E-001
  4.80000E-002	  5.33714E-001
  5.12000E-002	  5.31841E-001
  5.76000E-002	  5.28262E-001
  6.40000E-002	  5.25275E-001
  7.04000E-002	  5.17691E-001
  7.68000E-002	  5.14856E-001
  8.32000E-002	  5.13886E-001
  8.96000E-002	  5.05253E-001
  9.60000E-002	  5.04914E-001
  1.02400E-001	  4.99518E-001
  1.15200E-001	  4.91539E-001
  1.28000E-001	  4.83856E-001
  1.40800E-001	  4.75307E-001
  1.53600E-001	  4.67639E-001
  1.66400E-001	  4.61180E-001
  1.79200E-001	  4.53706E-001
  1.92000E-001	  4.48293E-001
  2.04800E-001	  4.41346E-001
  2.30400E-001	  4.27776E-001
  2.56000E-001	  4.13656E-001
  2.81600E-001	  4.02431E-001
  3.07200E-001	  3.89968E-001
  3.32800E-001	  3.78711E-001
  3.58400E-001	  3.66778E-001
  3.84000E-001	  3.56997E-001
  4.09600E-001	  3.46405E-001
  4.60800E-001	  3.27746E-001
  5.12000E-001	  3.08639E-001
  5.63200E-001	  2.91494E-001
  6.14400E-001	  2.74987E-001
  6.65600E-001	  2.58785E-001
  7.16800E-001	  2.45044E-001
  7.68000E-001	  2.31202E-001
  8.19200E-001	  2.18233E-001
  9.21600E-001	  1.95321E-001
  1.02400E+000	  1.75906E-001
  1.12640E+000	  1.58361E-001
  1.22880E+000	  1.42352E-001
  1.33120E+000	  1.28143E-001
  1.43360E+000	  1.15733E-001
  1.53600E+000	  1.05024E-001
  1.63840E+000	  9.46093E-002
  1.84320E+000	  7.80062E-002
  2.04800E+000	  6.52609E-002
  2.25280E+000	  5.46327E-002
  2.45760E+000	  4.50604E-002
  2.66240E+000	  3.72394E-002
  2.86720E+000	  3.13811E-002
  3.07200E+000	  2.59791E-002
  3.22560E+000	  2.37756E-002
  3.63520E+000	  1.78376E-002
  4.04480E+000	  1.32473E-002
  4.45440E+000	  9.64543E-003
  4.86400E+000	  6.53499E-003
  5.27360E+000	  5.80327E-003
  5.68320E+000	  3.83717E-003
  6.09280E+000	  1.80712E-003
  6.50240E+000	  1.01935E-003
  7.32160E+000	  5.57989E-004
