Time	Correlation

  2.00000E-004	  5.70094E-001
  4.00000E-004	  5.94868E-001
  6.00000E-004	  5.69000E-001
  8.00000E-004	  5.84486E-001
  1.00000E-003	  5.61958E-001
  1.20000E-003	  5.86125E-001
  1.40000E-003	  5.67314E-001
  1.60000E-003	  5.84548E-001
  1.80000E-003	  5.66324E-001
  2.00000E-003	  5.79305E-001
  2.20000E-003	  5.64070E-001
  2.40000E-003	  5.78993E-001
  2.60000E-003	  5.68058E-001
  2.80000E-003	  5.74356E-001
  3.00000E-003	  5.68503E-001
  3.20000E-003	  5.73334E-001
  3.60000E-003	  5.75190E-001
  4.00000E-003	  5.69370E-001
  4.40000E-003	  5.72358E-001
  4.80000E-003	  5.75458E-001
  5.20000E-003	  5.73033E-001
  5.60000E-003	  5.73814E-001
  6.00000E-003	  5.75541E-001
  6.40000E-003	  5.71961E-001
  7.20000E-003	  5.72247E-001
  8.00000E-003	  5.73046E-001
  8.80000E-003	  5.72464E-001
  9.60000E-003	  5.69342E-001
  1.04000E-002	  5.69748E-001
  1.12000E-002	  5.70851E-001
  1.20000E-002	  5.69210E-001
  1.28000E-002	  5.70120E-001
  1.44000E-002	  5.71082E-001
  1.60000E-002	  5.69631E-001
  1.76000E-002	  5.69675E-001
  1.92000E-002	  5.71299E-001
  2.08000E-002	  5.69217E-001
  2.24000E-002	  5.69849E-001
  2.40000E-002	  5.67578E-001
  2.56000E-002	  5.68221E-001
  2.88000E-002	  5.68800E-001
  3.20000E-002	  5.67375E-001
  3.52000E-002	  5.65760E-001
  3.84000E-002	  5.66664E-001
  4.16000E-002	  5.64069E-001
  4.48000E-002	  5.63769E-001
  4.80000E-002	  5.65256E-001
  5.12000E-002	  5.62638E-001
  5.76000E-002	  5.61044E-001
  6.40000E-002	  5.59551E-001
  7.04000E-002	  5.58949E-001
  7.68000E-002	  5.57412E-001
  8.32000E-002	  5.55660E-001
  8.96000E-002	  5.54163E-001
  9.60000E-002	  5.53654E-001
  1.02400E-001	  5.52022E-001
  1.15200E-001	  5.49022E-001
  1.28000E-001	  5.46782E-001
  1.40800E-001	  5.44071E-001
  1.53600E-001	  5.41718E-001
  1.66400E-001	  5.38949E-001
  1.79200E-001	  5.36582E-001
  1.92000E-001	  5.34182E-001
  2.04800E-001	  5.31778E-001
  2.30400E-001	  5.27668E-001
  2.56000E-001	  5.22765E-001
  2.81600E-001	  5.18402E-001
  3.07200E-001	  5.14392E-001
  3.32800E-001	  5.10073E-001
  3.58400E-001	  5.05956E-001
  3.84000E-001	  5.01314E-001
  4.09600E-001	  4.97701E-001
  4.60800E-001	  4.90185E-001
  5.12000E-001	  4.82227E-001
  5.63200E-001	  4.74795E-001
  6.14400E-001	  4.67656E-001
  6.65600E-001	  4.60757E-001
  7.16800E-001	  4.54033E-001
  7.68000E-001	  4.47418E-001
  8.19200E-001	  4.40755E-001
  9.21600E-001	  4.28479E-001
  1.02400E+000	  4.16334E-001
  1.12640E+000	  4.05053E-001
  1.22880E+000	  3.94253E-001
  1.33120E+000	  3.83672E-001
  1.43360E+000	  3.73408E-001
  1.53600E+000	  3.63817E-001
  1.63840E+000	  3.54519E-001
  1.84320E+000	  3.36602E-001
  2.04800E+000	  3.20321E-001
  2.25280E+000	  3.05231E-001
  2.45760E+000	  2.91330E-001
  2.66240E+000	  2.78408E-001
  2.86720E+000	  2.65996E-001
  3.07200E+000	  2.54613E-001
  3.22560E+000	  2.45531E-001
  3.63520E+000	  2.26039E-001
  4.04480E+000	  2.08417E-001
  4.45440E+000	  1.92795E-001
  4.86400E+000	  1.79351E-001
  5.27360E+000	  1.67394E-001
  5.68320E+000	  1.56642E-001
  6.09280E+000	  1.46602E-001
  6.50240E+000	  1.38157E-001
  7.32160E+000	  1.23644E-001
  8.14080E+000	  1.11385E-001
  8.96000E+000	  9.94589E-002
  9.77920E+000	  8.87730E-002
  1.05984E+001	  8.01110E-002
  1.14176E+001	  7.40341E-002
  1.22368E+001	  6.93833E-002
