ALV-5000/E-WIN Data
Date :	"15.03.18"
Time :	"11:36:44"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      60.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	      30.85153
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  5.89010E-001
  4.00000E-004	  5.81954E-001
  6.00000E-004	  5.54612E-001
  8.00000E-004	  5.48791E-001
  1.00000E-003	  4.93754E-001
  1.20000E-003	  5.18097E-001
  1.40000E-003	  5.35914E-001
  1.60000E-003	  5.53025E-001
  1.80000E-003	  5.17215E-001
  2.00000E-003	  5.19509E-001
  2.20000E-003	  5.03985E-001
  2.40000E-003	  5.15628E-001
  2.60000E-003	  5.19156E-001
  2.80000E-003	  5.26035E-001
  3.00000E-003	  5.31680E-001
  3.20000E-003	  5.38733E-001
  3.60000E-003	  5.10156E-001
  4.00000E-003	  5.23298E-001
  4.40000E-003	  5.16771E-001
  4.80000E-003	  5.32030E-001
  5.20000E-003	  5.16506E-001
  5.60000E-003	  5.11391E-001
  6.00000E-003	  4.97896E-001
  6.40000E-003	  5.05705E-001
  7.20000E-003	  5.19288E-001
  8.00000E-003	  5.05749E-001
  8.80000E-003	  5.11394E-001
  9.60000E-003	  4.96047E-001
  1.04000E-002	  4.92034E-001
  1.12000E-002	  5.04382E-001
  1.20000E-002	  4.97150E-001
  1.28000E-002	  4.99071E-001
  1.44000E-002	  4.83658E-001
  1.60000E-002	  4.96249E-001
  1.76000E-002	  4.84011E-001
  1.92000E-002	  4.78565E-001
  2.08000E-002	  4.81233E-001
  2.24000E-002	  4.87936E-001
  2.40000E-002	  4.72259E-001
  2.56000E-002	  4.70120E-001
  2.88000E-002	  4.62524E-001
  3.20000E-002	  4.49790E-001
  3.52000E-002	  4.41168E-001
  3.84000E-002	  4.37894E-001
  4.16000E-002	  4.31389E-001
  4.48000E-002	  4.23748E-001
  4.80000E-002	  4.12866E-001
  5.12000E-002	  4.11428E-001
  5.76000E-002	  4.03126E-001
  6.40000E-002	  3.87205E-001
  7.04000E-002	  3.74647E-001
  7.68000E-002	  3.61443E-001
  8.32000E-002	  3.55694E-001
  8.96000E-002	  3.41907E-001
  9.60000E-002	  3.33507E-001
  1.02400E-001	  3.23305E-001
  1.15200E-001	  3.01268E-001
  1.28000E-001	  2.84338E-001
  1.40800E-001	  2.64064E-001
  1.53600E-001	  2.49570E-001
  1.66400E-001	  2.33572E-001
  1.79200E-001	  2.20379E-001
  1.92000E-001	  2.06930E-001
  2.04800E-001	  1.94742E-001
  2.30400E-001	  1.72184E-001
  2.56000E-001	  1.52015E-001
  2.81600E-001	  1.32203E-001
  3.07200E-001	  1.19827E-001
  3.32800E-001	  1.04905E-001
  3.58400E-001	  9.41140E-002
  3.84000E-001	  8.29859E-002
  4.09600E-001	  7.45240E-002
  4.60800E-001	  5.88577E-002
  5.12000E-001	  4.69211E-002
  5.63200E-001	  3.81726E-002
  6.14400E-001	  2.65569E-002
  6.65600E-001	  2.01345E-002
  7.16800E-001	  1.59598E-002
  7.68000E-001	  1.10737E-002
  8.19200E-001	  9.52269E-003
  9.21600E-001	  6.20985E-003
  1.02400E+000	  3.39604E-003
  1.12640E+000	  2.25318E-003
  1.22880E+000	  1.75875E-003
  1.33120E+000	  3.53809E-003
  1.43360E+000	  3.06755E-003
  1.53600E+000	  1.03423E-003
  1.63840E+000	  8.92326E-004
  1.84320E+000	 -5.74735E-004
  2.04800E+000	  8.26113E-004
  2.25280E+000	  1.48591E-003
  2.45760E+000	  2.67510E-003
  2.66240E+000	  3.40914E-003
  2.86720E+000	  1.64028E-003
  3.07200E+000	  4.40289E-004
  3.22560E+000	 -5.02117E-004
  3.63520E+000	 -2.09065E-003
  4.04480E+000	 -1.48049E-003
  4.45440E+000	  2.01790E-003
  4.86400E+000	  2.56457E-003
