ALV-5000/E-WIN Data
Date :	"15.03.18"
Time :	"11:44:00"
Samplename : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89454
Refractive Index:	       1.33000
Wavelength [nm] :	     532.00000
Angle [°]       :	      60.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0 "
MeanCR0 [kHz]   :	     129.71758
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  4.57861E-001
  4.00000E-004	  4.57981E-001
  6.00000E-004	  4.48442E-001
  8.00000E-004	  4.48831E-001
  1.00000E-003	  4.39362E-001
  1.20000E-003	  4.48392E-001
  1.40000E-003	  4.43393E-001
  1.60000E-003	  4.43114E-001
  1.80000E-003	  4.43433E-001
  2.00000E-003	  4.37865E-001
  2.20000E-003	  4.41158E-001
  2.40000E-003	  4.47424E-001
  2.60000E-003	  4.42954E-001
  2.80000E-003	  4.45778E-001
  3.00000E-003	  4.43004E-001
  3.20000E-003	  4.40703E-001
  3.60000E-003	  4.34541E-001
  4.00000E-003	  4.37011E-001
  4.40000E-003	  4.32531E-001
  4.80000E-003	  4.34067E-001
  5.20000E-003	  4.30380E-001
  5.60000E-003	  4.25461E-001
  6.00000E-003	  4.28335E-001
  6.40000E-003	  4.29060E-001
  7.20000E-003	  4.24475E-001
  8.00000E-003	  4.26713E-001
  8.80000E-003	  4.18920E-001
  9.60000E-003	  4.20731E-001
  1.04000E-002	  4.16053E-001
  1.12000E-002	  4.09625E-001
  1.20000E-002	  4.08612E-001
  1.28000E-002	  4.09896E-001
  1.44000E-002	  4.02879E-001
  1.60000E-002	  3.96392E-001
  1.76000E-002	  3.91399E-001
  1.92000E-002	  3.89228E-001
  2.08000E-002	  3.83178E-001
  2.24000E-002	  3.82705E-001
  2.40000E-002	  3.78848E-001
  2.56000E-002	  3.72043E-001
  2.88000E-002	  3.63955E-001
  3.20000E-002	  3.54423E-001
  3.52000E-002	  3.46258E-001
  3.84000E-002	  3.39191E-001
  4.16000E-002	  3.31570E-001
  4.48000E-002	  3.23177E-001
  4.80000E-002	  3.15653E-001
  5.12000E-002	  3.09641E-001
  5.76000E-002	  2.95495E-001
  6.40000E-002	  2.81870E-001
  7.04000E-002	  2.69709E-001
  7.68000E-002	  2.57771E-001
  8.32000E-002	  2.45608E-001
  8.96000E-002	  2.35600E-001
  9.60000E-002	  2.23967E-001
  1.02400E-001	  2.13853E-001
  1.15200E-001	  1.95646E-001
  1.28000E-001	  1.77780E-001
  1.40800E-001	  1.61775E-001
  1.53600E-001	  1.48067E-001
  1.66400E-001	  1.34947E-001
  1.79200E-001	  1.23738E-001
  1.92000E-001	  1.12591E-001
  2.04800E-001	  1.02776E-001
  2.30400E-001	  8.49210E-002
  2.56000E-001	  7.12634E-002
  2.81600E-001	  5.97663E-002
  3.07200E-001	  4.99483E-002
  3.32800E-001	  4.19976E-002
  3.58400E-001	  3.46907E-002
  3.84000E-001	  2.92806E-002
  4.09600E-001	  2.49848E-002
  4.60800E-001	  1.73724E-002
  5.12000E-001	  1.20332E-002
  5.63200E-001	  7.79530E-003
  6.14400E-001	  4.54809E-003
  6.65600E-001	  2.56773E-003
  7.16800E-001	  1.17335E-003
  7.68000E-001	  1.82187E-003
  8.19200E-001	  1.54285E-003
  9.21600E-001	  2.64923E-004
  1.02400E+000	 -1.65746E-004
  1.12640E+000	  7.35857E-004
  1.22880E+000	  1.81438E-003
  1.33120E+000	  1.37327E-003
  1.43360E+000	  1.61565E-003
  1.53600E+000	  8.92857E-004
  1.63840E+000	  7.03001E-004
  1.84320E+000	 -4.96062E-004
  2.04800E+000	 -6.05972E-005
  2.25280E+000	  1.00061E-003
  2.45760E+000	  8.73152E-004
  2.66240E+000	 -7.86943E-004
  2.86720E+000	  7.48751E-007
  3.07200E+000	 -8.43113E-006
  3.22560E+000	 -3.71849E-004
  3.63520E+000	 -8.10229E-004
  4.04480E+000	  4.77961E-004
  4.45440E+000	  4.35861E-004
  4.86400E+000	  5.08119E-004
  5.27360E+000	  9.02222E-004
  5.68320E+000	  7.00886E-005
  6.09280E+000	  1.72879E-004
  6.50240E+000	  1.12047E-003
  7.32160E+000	  8.27563E-004
  8.14080E+000	  5.30395E-004
  8.96000E+000	 -2.17903E-004
  9.77920E+000	  5.41485E-004
  1.05984E+001	  1.28015E-003
  1.14176E+001	  3.23220E-004
  1.22368E+001	  3.29113E-005
  1.30560E+001	 -6.51233E-005
  1.46944E+001	  2.54462E-004
  1.63328E+001	  5.66044E-004
  1.79712E+001	 -3.42444E-005
  1.96096E+001	 -5.17682E-004
  2.12480E+001	  3.37748E-004
  2.28864E+001	  2.48557E-004
  2.45248E+001	  4.60218E-004
  2.61632E+001	  3.94693E-004
  2.94400E+001	  4.41722E-004
  3.27168E+001	 -2.20570E-004
  3.59936E+001	 -2.63428E-005
  3.92704E+001	  5.58681E-004
  4.25472E+001	  4.40794E-004
  4.58240E+001	  5.74560E-004
  4.91008E+001	 -1.20758E-004
  5.23776E+001	  2.68282E-004
  5.89312E+001	  1.62329E-004
  6.54848E+001	 -2.07732E-004
  7.20384E+001	  2.34325E-004
  7.85920E+001	 -3.41749E-004
  8.51456E+001	 -1.57112E-004
  9.16992E+001	  6.09819E-005
  9.82528E+001	  6.88741E-005
  1.04806E+002	  1.88527E-004
  1.17914E+002	 -2.00870E-004
  1.31021E+002	 -6.21598E-004
  1.44128E+002	 -2.33313E-004
  1.57235E+002	 -5.53959E-004
  1.70342E+002	 -2.37373E-005
  1.83450E+002	 -5.75836E-004
  1.96557E+002	 -5.28201E-004
  2.09664E+002	 -9.89393E-005
  2.35878E+002	 -7.97273E-005
  2.62093E+002	  2.06460E-004
  2.88307E+002	  1.03367E-005
  3.14522E+002	  1.95738E-004
  3.40736E+002	  1.57859E-004
  3.66950E+002	  5.16931E-004
  3.93165E+002	  1.24095E-004
  4.19379E+002	  1.41948E-005
  4.71808E+002	 -1.11027E-004
  5.24237E+002	 -6.85311E-005
  5.76666E+002	 -1.48064E-004
  6.29094E+002	 -2.74465E-005
  6.81523E+002	  2.32102E-005
  7.33952E+002	  1.20358E-004
  7.86381E+002	 -5.79172E-005
  8.38810E+002	  6.94003E-005
  9.43667E+002	 -5.53113E-005
  1.04852E+003	  9.27576E-005
  1.15338E+003	 -4.02875E-005
  1.25824E+003	  1.39840E-004
  1.36310E+003	 -1.40129E-004
  1.46796E+003	  1.86697E-004
  1.57281E+003	  1.90407E-004
  1.67767E+003	 -4.47733E-005
  1.88739E+003	  1.27984E-004
  2.09710E+003	 -2.71223E-005
  2.30682E+003	  1.67127E-005
  2.51653E+003	  1.45513E-005
  2.72625E+003	  1.33757E-004
  2.93596E+003	  4.57176E-005
  3.14568E+003	 -7.21173E-005
  3.35539E+003	  1.71971E-005
  3.77482E+003	 -1.44792E-005
  4.19425E+003	 -5.33399E-005
  4.61368E+003	  9.60221E-005
  5.03311E+003	  4.80016E-006
  5.45254E+003	  2.50418E-005
  5.87197E+003	 -3.23429E-005
  6.29140E+003	  2.01491E-005

"Count Rate"
       0.11719	     126.03120
       0.23438	     127.43116
       0.35156	     127.33726
       0.46875	     134.78952
       0.58594	     131.45180
       0.70313	     129.91525
